,ds,y,ID,yhat1,ar1,trend
1774,2004-02-02 07:00:00,1058.95,WEST,990.2836303710938,1008.1257934570312,-17.842153549194336
1775,2004-02-02 08:00:00,1149.12,WEST,1151.9124755859375,1169.754638671875,-17.842153549194336
1776,2004-02-02 09:00:00,1101.44,WEST,1183.4752197265625,1201.3173828125,-17.842153549194336
1777,2004-02-02 10:00:00,1055.75,WEST,1052.7020263671875,1070.544189453125,-17.842153549194336
1778,2004-02-02 11:00:00,1012.42,WEST,1024.2518310546875,1042.093994140625,-17.842153549194336
1779,2004-02-02 12:00:00,959.24,WEST,967.1441650390625,984.986328125,-17.842153549194336
1780,2004-02-02 13:00:00,912.07,WEST,901.4660034179688,919.3081665039062,-17.842153549194336
1781,2004-02-02 14:00:00,869.83,WEST,881.4623413085938,899.3045043945312,-17.842153549194336
1782,2004-02-02 15:00:00,831.55,WEST,836.9765625,854.8187255859375,-17.842153549194336
1783,2004-02-02 16:00:00,805.26,WEST,815.4765625,833.3187255859375,-17.842153549194336
1784,2004-02-02 17:00:00,800.38,WEST,795.1093139648438,812.9514770507812,-17.842153549194336
1785,2004-02-02 18:00:00,823.18,WEST,826.7642211914062,844.6063842773438,-17.842153549194336
1786,2004-02-02 19:00:00,919.93,WEST,862.6065063476562,880.4486694335938,-17.842153549194336
1787,2004-02-02 20:00:00,965.69,WEST,984.9727172851562,1002.8148803710938,-17.842153549194336
1788,2004-02-02 21:00:00,976.6,WEST,957.78271484375,975.6248779296875,-17.842153549194336
1789,2004-02-02 22:00:00,964.49,WEST,980.2744140625,998.1165771484375,-17.842153549194336
1790,2004-02-02 23:00:00,911.12,WEST,930.1689453125,948.0111083984375,-17.842153549194336
1791,2004-02-03 00:00:00,840.99,WEST,845.4390869140625,863.28125,-17.842153549194336
1792,2004-02-03 01:00:00,821.16,WEST,801.064208984375,818.9063720703125,-17.842153549194336
1793,2004-02-03 02:00:00,822.09,WEST,824.6660766601562,842.5082397460938,-17.842153549194336
1794,2004-02-03 03:00:00,841.72,WEST,827.5737915039062,845.4159545898438,-17.842153549194336
1795,2004-02-03 04:00:00,863.5,WEST,863.7564697265625,881.5986328125,-17.842153549194336
1796,2004-02-03 05:00:00,898.54,WEST,896.854736328125,914.6968994140625,-17.842153549194336
1797,2004-02-03 06:00:00,983.44,WEST,979.0114135742188,996.8535766601562,-17.842153549194336
1798,2004-02-03 07:00:00,1130.45,WEST,1102.2711181640625,1120.11328125,-17.842153549194336
1799,2004-02-03 08:00:00,1200.7,WEST,1196.6197509765625,1214.4619140625,-17.842153549194336
1800,2004-02-03 09:00:00,1133.01,WEST,1203.5157470703125,1221.35791015625,-17.842153549194336
1801,2004-02-03 10:00:00,1067.84,WEST,1069.30078125,1087.1429443359375,-17.842153549194336
1802,2004-02-03 11:00:00,1008.83,WEST,1007.18798828125,1025.0301513671875,-17.842153549194336
1803,2004-02-03 12:00:00,961.66,WEST,947.7129516601562,965.5551147460938,-17.842153549194336
1804,2004-02-03 13:00:00,916.23,WEST,918.768310546875,936.6104736328125,-17.842153549194336
1805,2004-02-03 14:00:00,884.71,WEST,877.131103515625,894.9732666015625,-17.842153549194336
1806,2004-02-03 15:00:00,861.15,WEST,859.9706420898438,877.8128051757812,-17.842153549194336
1807,2004-02-03 16:00:00,854.22,WEST,849.3156127929688,867.1577758789062,-17.842153549194336
1808,2004-02-03 17:00:00,876.71,WEST,852.2294311523438,870.0715942382812,-17.842153549194336
1809,2004-02-03 18:00:00,920.65,WEST,931.394775390625,949.2369384765625,-17.842153549194336
1810,2004-02-03 19:00:00,1005.88,WEST,981.3731689453125,999.21533203125,-17.842153549194336
1811,2004-02-03 20:00:00,1019.89,WEST,1061.6004638671875,1079.442626953125,-17.842153549194336
1812,2004-02-03 21:00:00,1010.4,WEST,998.59912109375,1016.4412841796875,-17.842153549194336
1813,2004-02-03 22:00:00,978.01,WEST,989.6834716796875,1007.525634765625,-17.842153549194336
1814,2004-02-03 23:00:00,911.45,WEST,921.591796875,939.4339599609375,-17.842153549194336
1815,2004-02-04 00:00:00,830.19,WEST,855.5287475585938,873.3709106445312,-17.842153549194336
1816,2004-02-04 01:00:00,772.7,WEST,785.609130859375,803.4512939453125,-17.842153549194336
1817,2004-02-04 02:00:00,761.74,WEST,758.1062622070312,775.9484252929688,-17.842153549194336
1818,2004-02-04 03:00:00,755.48,WEST,769.4288330078125,787.27099609375,-17.842153549194336
1819,2004-02-04 04:00:00,761.11,WEST,762.2899780273438,780.1321411132812,-17.842153549194336
1820,2004-02-04 05:00:00,783.55,WEST,791.5715942382812,809.4137573242188,-17.842153549194336
1821,2004-02-04 06:00:00,848.79,WEST,861.9413452148438,879.7835083007812,-17.842153549194336
1822,2004-02-04 07:00:00,978.06,WEST,950.2877807617188,968.1299438476562,-17.842153549194336
1823,2004-02-04 08:00:00,1049.24,WEST,1029.180419921875,1047.0225830078125,-17.842153549194336
1824,2004-02-04 09:00:00,1013.54,WEST,1055.5623779296875,1073.404541015625,-17.842153549194336
1825,2004-02-04 10:00:00,1000.86,WEST,961.84521484375,979.6873779296875,-17.842153549194336
1826,2004-02-04 11:00:00,998.84,WEST,978.135986328125,995.9781494140625,-17.842153549194336
1827,2004-02-04 12:00:00,984.91,WEST,973.0743408203125,990.91650390625,-17.842153549194336
1828,2004-02-04 13:00:00,965.22,WEST,956.2012939453125,974.04345703125,-17.842153549194336
1829,2004-02-04 14:00:00,941.72,WEST,950.985107421875,968.8272705078125,-17.842153549194336
1830,2004-02-04 15:00:00,924.5,WEST,919.9877319335938,937.8298950195312,-17.842153549194336
1831,2004-02-04 16:00:00,927.45,WEST,923.7710571289062,941.6132202148438,-17.842153549194336
1832,2004-02-04 17:00:00,945.12,WEST,942.8829345703125,960.72509765625,-17.842153549194336
1833,2004-02-04 18:00:00,970.63,WEST,989.3775634765625,1007.2197265625,-17.842153549194336
1834,2004-02-04 19:00:00,1025.36,WEST,1007.5394287109375,1025.381591796875,-17.842153549194336
1835,2004-02-04 20:00:00,1019.3,WEST,1056.8228759765625,1074.6650390625,-17.842153549194336
1836,2004-02-04 21:00:00,1000.63,WEST,983.18408203125,1001.0262451171875,-17.842153549194336
1837,2004-02-04 22:00:00,962.52,WEST,974.101806640625,991.9439697265625,-17.842153549194336
1838,2004-02-04 23:00:00,889.53,WEST,905.662109375,923.5042724609375,-17.842153549194336
1839,2004-02-05 00:00:00,812.72,WEST,812.0439453125,829.8861083984375,-17.842153549194336
1840,2004-02-05 01:00:00,772.71,WEST,769.8883056640625,787.73046875,-17.842153549194336
1841,2004-02-05 02:00:00,756.95,WEST,753.7665405273438,771.6087036132812,-17.842153549194336
1842,2004-02-05 03:00:00,754.66,WEST,748.9903564453125,766.83251953125,-17.842153549194336
1843,2004-02-05 04:00:00,760.95,WEST,762.5445556640625,780.38671875,-17.842153549194336
1844,2004-02-05 05:00:00,786.68,WEST,781.4678955078125,799.31005859375,-17.842153549194336
1845,2004-02-05 06:00:00,852.29,WEST,856.6451416015625,874.4873046875,-17.842153549194336
1846,2004-02-05 07:00:00,985.67,WEST,945.5029296875,963.3450927734375,-17.842153549194336
1847,2004-02-05 08:00:00,1058.78,WEST,1044.8585205078125,1062.70068359375,-17.842153549194336
1848,2004-02-05 09:00:00,1012.87,WEST,1080.495361328125,1098.3375244140625,-17.842153549194336
1849,2004-02-05 10:00:00,979.95,WEST,976.7213134765625,994.5634765625,-17.842153549194336
1850,2004-02-05 11:00:00,944.46,WEST,957.2621459960938,975.1043090820312,-17.842153549194336
1851,2004-02-05 12:00:00,902.74,WEST,913.4572143554688,931.2993774414062,-17.842153549194336
1852,2004-02-05 13:00:00,867.73,WEST,868.6524047851562,886.4945678710938,-17.842153549194336
1853,2004-02-05 14:00:00,828.01,WEST,846.376953125,864.2191162109375,-17.842153549194336
1854,2004-02-05 15:00:00,800.06,WEST,806.6155395507812,824.4577026367188,-17.842153549194336
1855,2004-02-05 16:00:00,785.94,WEST,798.0763549804688,815.9185180664062,-17.842153549194336
1856,2004-02-05 17:00:00,792.74,WEST,791.4985961914062,809.3407592773438,-17.842153549194336
1857,2004-02-05 18:00:00,807.74,WEST,825.970703125,843.8128662109375,-17.842153549194336
1858,2004-02-05 19:00:00,886.29,WEST,836.1881713867188,854.0303344726562,-17.842153549194336
1859,2004-02-05 20:00:00,919.24,WEST,936.4641723632812,954.3063354492188,-17.842153549194336
1860,2004-02-05 21:00:00,928.72,WEST,904.0325317382812,921.8746948242188,-17.842153549194336
1861,2004-02-05 22:00:00,909.83,WEST,914.154296875,931.9964599609375,-17.842153549194336
1862,2004-02-05 23:00:00,854.83,WEST,861.3446655273438,879.1868286132812,-17.842153549194336
1863,2004-02-06 00:00:00,786.67,WEST,797.3235473632812,815.1657104492188,-17.842153549194336
1864,2004-02-06 01:00:00,777.25,WEST,745.9913330078125,763.83349609375,-17.842153549194336
1865,2004-02-06 02:00:00,770.79,WEST,779.2125854492188,797.0547485351562,-17.842153549194336
1866,2004-02-06 03:00:00,774.8,WEST,764.3739013671875,782.216064453125,-17.842153549194336
1867,2004-02-06 04:00:00,791.8,WEST,785.7067260742188,803.5488891601562,-17.842153549194336
1868,2004-02-06 05:00:00,818.22,WEST,818.6483154296875,836.490478515625,-17.842153549194336
1869,2004-02-06 06:00:00,899.92,WEST,883.5519409179688,901.3941040039062,-17.842153549194336
1870,2004-02-06 07:00:00,1053.66,WEST,1007.300048828125,1025.1422119140625,-17.842153549194336
1871,2004-02-06 08:00:00,1140.84,WEST,1124.21923828125,1142.0614013671875,-17.842153549194336
1872,2004-02-06 09:00:00,1078.62,WEST,1158.5904541015625,1176.4326171875,-17.842153549194336
1873,2004-02-06 10:00:00,1024.69,WEST,1018.13427734375,1035.9764404296875,-17.842153549194336
1874,2004-02-06 11:00:00,987.36,WEST,976.8147583007812,994.6569213867188,-17.842153549194336
1875,2004-02-06 12:00:00,946.58,WEST,944.5768432617188,962.4190063476562,-17.842153549194336
1876,2004-02-06 13:00:00,895.83,WEST,906.3966064453125,924.23876953125,-17.842153549194336
1877,2004-02-06 14:00:00,856.43,WEST,853.4332885742188,871.2754516601562,-17.842153549194336
1878,2004-02-06 15:00:00,818.57,WEST,828.902099609375,846.7442626953125,-17.842153549194336
1879,2004-02-06 16:00:00,794.47,WEST,805.572021484375,823.4141845703125,-17.842153549194336
1880,2004-02-06 17:00:00,791.96,WEST,780.3147583007812,798.1569213867188,-17.842153549194336
1881,2004-02-06 18:00:00,814.63,WEST,826.6235961914062,844.4657592773438,-17.842153549194336
1882,2004-02-06 19:00:00,923.28,WEST,861.06201171875,878.9041748046875,-17.842153549194336
1883,2004-02-06 20:00:00,967.32,WEST,1001.443359375,1019.2855224609375,-17.842153549194336
1884,2004-02-06 21:00:00,986.32,WEST,956.865966796875,974.7081298828125,-17.842153549194336
1885,2004-02-06 22:00:00,989.85,WEST,979.5015258789062,997.3436889648438,-17.842153549194336
1886,2004-02-06 23:00:00,960.28,WEST,957.1005859375,974.9427490234375,-17.842153549194336
1887,2004-02-07 00:00:00,909.82,WEST,925.4789428710938,943.3211059570312,-17.842153549194336
1888,2004-02-07 01:00:00,882.73,WEST,876.0734252929688,893.9155883789062,-17.842153549194336
1889,2004-02-07 02:00:00,876.97,WEST,875.1547241210938,892.9968872070312,-17.842153549194336
1890,2004-02-07 03:00:00,889.82,WEST,875.3383178710938,893.1804809570312,-17.842153549194336
1891,2004-02-07 04:00:00,900.51,WEST,901.5802612304688,919.4224243164062,-17.842153549194336
1892,2004-02-07 05:00:00,926.02,WEST,921.781494140625,939.6236572265625,-17.842153549194336
1893,2004-02-07 06:00:00,973.92,WEST,997.691650390625,1015.5338134765625,-17.842153549194336
1894,2004-02-07 07:00:00,1048.98,WEST,1072.7052001953125,1090.54736328125,-17.842153549194336
1895,2004-02-07 08:00:00,1131.79,WEST,1065.296875,1083.1390380859375,-17.842153549194336
1896,2004-02-07 09:00:00,1120.11,WEST,1152.5062255859375,1170.348388671875,-17.842153549194336
1897,2004-02-07 10:00:00,1063.11,WEST,1089.00634765625,1106.8485107421875,-17.842153549194336
1898,2004-02-07 11:00:00,987.02,WEST,1004.7216186523438,1022.5637817382812,-17.842153549194336
1899,2004-02-07 12:00:00,911.38,WEST,920.4415893554688,938.2837524414062,-17.842153549194336
1900,2004-02-07 13:00:00,833.38,WEST,852.1995849609375,870.041748046875,-17.842153549194336
1901,2004-02-07 14:00:00,782.29,WEST,777.4625244140625,795.3046875,-17.842153549194336
1902,2004-02-07 15:00:00,747.07,WEST,752.017822265625,769.8599853515625,-17.842153549194336
1903,2004-02-07 16:00:00,719.82,WEST,727.1259765625,744.9681396484375,-17.842153549194336
1904,2004-02-07 17:00:00,716.05,WEST,709.395263671875,727.2374267578125,-17.842153549194336
1905,2004-02-07 18:00:00,741.39,WEST,766.6994018554688,784.5415649414062,-17.842153549194336
1906,2004-02-07 19:00:00,828.08,WEST,784.7466430664062,802.5888061523438,-17.842153549194336
1907,2004-02-07 20:00:00,870.74,WEST,903.2470092773438,921.0891723632812,-17.842153549194336
1908,2004-02-07 21:00:00,878.51,WEST,885.177978515625,903.0201416015625,-17.842153549194336
1909,2004-02-07 22:00:00,880.02,WEST,871.7037353515625,889.5458984375,-17.842153549194336
1910,2004-02-07 23:00:00,856.35,WEST,861.5969848632812,879.4391479492188,-17.842153549194336
1911,2004-02-08 00:00:00,814.64,WEST,823.4465942382812,841.2887573242188,-17.842153549194336
1912,2004-02-08 01:00:00,789.86,WEST,784.3175048828125,802.15966796875,-17.842153549194336
1913,2004-02-08 02:00:00,780.76,WEST,790.6298828125,808.4720458984375,-17.842153549194336
1914,2004-02-08 03:00:00,784.3,WEST,783.3887329101562,801.2308959960938,-17.842153549194336
1915,2004-02-08 04:00:00,790.88,WEST,798.3041381835938,816.1463012695312,-17.842153549194336
1916,2004-02-08 05:00:00,802.79,WEST,813.4192504882812,831.2614135742188,-17.842153549194336
1917,2004-02-08 06:00:00,826.82,WEST,835.8920288085938,853.7341918945312,-17.842153549194336
1918,2004-02-08 07:00:00,880.05,WEST,898.6783447265625,916.5205078125,-17.842153549194336
1919,2004-02-08 08:00:00,944.84,WEST,915.23095703125,933.0731201171875,-17.842153549194336
1920,2004-02-08 09:00:00,958.05,WEST,961.57763671875,979.4197998046875,-17.842153549194336
1921,2004-02-08 10:00:00,945.33,WEST,936.4134521484375,954.255615234375,-17.842153549194336
1922,2004-02-08 11:00:00,909.89,WEST,905.3060913085938,923.1482543945312,-17.842153549194336
1923,2004-02-08 12:00:00,878.57,WEST,854.128662109375,871.9708251953125,-17.842153549194336
1924,2004-02-08 13:00:00,845.49,WEST,841.1478271484375,858.989990234375,-17.842153549194336
1925,2004-02-08 14:00:00,829.63,WEST,813.8372192382812,831.6793823242188,-17.842153549194336
1926,2004-02-08 15:00:00,816.66,WEST,811.3623046875,829.2044677734375,-17.842153549194336
1927,2004-02-08 16:00:00,816.23,WEST,804.1455688476562,821.9877319335938,-17.842153549194336
1928,2004-02-08 17:00:00,829.45,WEST,818.507080078125,836.3492431640625,-17.842153549194336
1929,2004-02-08 18:00:00,866.52,WEST,870.3583374023438,888.2005004882812,-17.842153549194336
1930,2004-02-08 19:00:00,917.64,WEST,911.1154174804688,928.9575805664062,-17.842153549194336
1931,2004-02-08 20:00:00,931.37,WEST,953.9762573242188,971.8184204101562,-17.842153549194336
1932,2004-02-08 21:00:00,915.57,WEST,931.4359741210938,949.2781372070312,-17.842153549194336
1933,2004-02-08 22:00:00,881.97,WEST,897.2085571289062,915.0507202148438,-17.842153549194336
1934,2004-02-08 23:00:00,817.39,WEST,841.8728637695312,859.7150268554688,-17.842153549194336
1935,2004-02-09 00:00:00,742.81,WEST,763.843994140625,781.6861572265625,-17.842153549194336
1936,2004-02-09 01:00:00,704.57,WEST,695.6002807617188,713.4424438476562,-17.842153549194336
1937,2004-02-09 02:00:00,687.92,WEST,692.8678588867188,710.7100219726562,-17.842153549194336
1938,2004-02-09 03:00:00,682.0,WEST,684.7852172851562,702.6273803710938,-17.842153549194336
1939,2004-02-09 04:00:00,686.41,WEST,687.9057006835938,705.7478637695312,-17.842153549194336
1940,2004-02-09 05:00:00,703.83,WEST,701.1619873046875,719.004150390625,-17.842153549194336
1941,2004-02-09 06:00:00,763.03,WEST,737.1237182617188,754.9658813476562,-17.842153549194336
1942,2004-02-09 07:00:00,874.48,WEST,838.3785400390625,856.220703125,-17.842153549194336
1943,2004-02-09 08:00:00,932.89,WEST,946.7700805664062,964.6122436523438,-17.842153549194336
1944,2004-02-09 09:00:00,898.96,WEST,951.6746215820312,969.5167846679688,-17.842153549194336
1945,2004-02-09 10:00:00,886.66,WEST,859.8466186523438,877.6887817382812,-17.842153549194336
1946,2004-02-09 11:00:00,876.39,WEST,871.3951416015625,889.2373046875,-17.842153549194336
1947,2004-02-09 12:00:00,857.92,WEST,848.5951538085938,866.4373168945312,-17.842153549194336
1948,2004-02-09 13:00:00,837.12,WEST,840.39892578125,858.2410888671875,-17.842153549194336
1949,2004-02-09 14:00:00,821.11,WEST,822.3968505859375,840.239013671875,-17.842153549194336
1950,2004-02-09 15:00:00,812.99,WEST,811.8838500976562,829.7260131835938,-17.842153549194336
1951,2004-02-09 16:00:00,806.47,WEST,815.0020141601562,832.8441772460938,-17.842153549194336
1952,2004-02-09 17:00:00,828.25,WEST,815.0410766601562,832.8832397460938,-17.842153549194336
1953,2004-02-09 18:00:00,864.53,WEST,865.4617919921875,883.303955078125,-17.842153549194336
1954,2004-02-09 19:00:00,928.22,WEST,906.316162109375,924.1583251953125,-17.842153549194336
1955,2004-02-09 20:00:00,937.44,WEST,960.9307861328125,978.77294921875,-17.842153549194336
1956,2004-02-09 21:00:00,924.74,WEST,912.3992309570312,930.2413940429688,-17.842153549194336
1957,2004-02-09 22:00:00,892.89,WEST,899.8544921875,917.6966552734375,-17.842153549194336
1958,2004-02-09 23:00:00,826.62,WEST,838.5853881835938,856.4275512695312,-17.842153549194336
1959,2004-02-10 00:00:00,752.35,WEST,763.7037353515625,781.5458984375,-17.842153549194336
1960,2004-02-10 01:00:00,712.86,WEST,705.3440551757812,723.1862182617188,-17.842153549194336
1961,2004-02-10 02:00:00,701.77,WEST,694.4216918945312,712.2638549804688,-17.842153549194336
1962,2004-02-10 03:00:00,703.99,WEST,698.2036743164062,716.0458374023438,-17.842153549194336
1963,2004-02-10 04:00:00,712.34,WEST,707.0435791015625,724.8857421875,-17.842153549194336
1964,2004-02-10 05:00:00,742.48,WEST,734.7738037109375,752.615966796875,-17.842153549194336
1965,2004-02-10 06:00:00,809.41,WEST,808.1412353515625,825.9833984375,-17.842153549194336
1966,2004-02-10 07:00:00,939.69,WEST,893.5192260742188,911.3613891601562,-17.842153549194336
1967,2004-02-10 08:00:00,1015.41,WEST,998.6425170898438,1016.4846801757812,-17.842153549194336
1968,2004-02-10 09:00:00,991.14,WEST,1037.52490234375,1055.3670654296875,-17.842153549194336
1969,2004-02-10 10:00:00,976.89,WEST,963.5413208007812,981.3834838867188,-17.842153549194336
1970,2004-02-10 11:00:00,976.69,WEST,958.6669311523438,976.5090942382812,-17.842153549194336
1971,2004-02-10 12:00:00,969.2,WEST,961.1635131835938,979.0056762695312,-17.842153549194336
1972,2004-02-10 13:00:00,952.81,WEST,951.0136108398438,968.8557739257812,-17.842153549194336
1973,2004-02-10 14:00:00,939.64,WEST,941.1644287109375,959.006591796875,-17.842153549194336
1974,2004-02-10 15:00:00,923.28,WEST,925.4904174804688,943.3325805664062,-17.842153549194336
1975,2004-02-10 16:00:00,925.47,WEST,919.6536865234375,937.495849609375,-17.842153549194336
1976,2004-02-10 17:00:00,951.24,WEST,938.2822265625,956.1243896484375,-17.842153549194336
1977,2004-02-10 18:00:00,982.96,WEST,991.2705688476562,1009.1127319335938,-17.842153549194336
1978,2004-02-10 19:00:00,1043.48,WEST,1016.873291015625,1034.7154541015625,-17.842153549194336
1979,2004-02-10 20:00:00,1046.75,WEST,1075.14013671875,1092.9822998046875,-17.842153549194336
1980,2004-02-10 21:00:00,1034.01,WEST,1016.023681640625,1033.8658447265625,-17.842153549194336
1981,2004-02-10 22:00:00,995.04,WEST,1004.2999877929688,1022.1421508789062,-17.842153549194336
1982,2004-02-10 23:00:00,917.41,WEST,935.926513671875,953.7686767578125,-17.842153549194336
1983,2004-02-11 00:00:00,842.42,WEST,844.436767578125,862.2789306640625,-17.842153549194336
1984,2004-02-11 01:00:00,780.47,WEST,795.9298095703125,813.77197265625,-17.842153549194336
1985,2004-02-11 02:00:00,766.18,WEST,750.609619140625,768.4517822265625,-17.842153549194336
1986,2004-02-11 03:00:00,770.37,WEST,760.2353515625,778.0775146484375,-17.842153549194336
1987,2004-02-11 04:00:00,779.85,WEST,782.4210205078125,800.26318359375,-17.842153549194336
1988,2004-02-11 05:00:00,806.18,WEST,801.9194946289062,819.7616577148438,-17.842153549194336
1989,2004-02-11 06:00:00,869.95,WEST,874.8848876953125,892.72705078125,-17.842153549194336
1990,2004-02-11 07:00:00,1004.66,WEST,962.1096801757812,979.9518432617188,-17.842153549194336
1991,2004-02-11 08:00:00,1077.87,WEST,1069.7288818359375,1087.571044921875,-17.842153549194336
1992,2004-02-11 09:00:00,1046.36,WEST,1099.0697021484375,1116.911865234375,-17.842153549194336
1993,2004-02-11 10:00:00,1036.51,WEST,1016.3994140625,1034.2415771484375,-17.842153549194336
1994,2004-02-11 11:00:00,1024.24,WEST,1027.18896484375,1045.0311279296875,-17.842153549194336
1995,2004-02-11 12:00:00,1010.5,WEST,1006.0425415039062,1023.8847045898438,-17.842153549194336
1996,2004-02-11 13:00:00,986.83,WEST,989.056884765625,1006.8990478515625,-17.842153549194336
1997,2004-02-11 14:00:00,971.57,WEST,971.0430297851562,988.8851928710938,-17.842153549194336
1998,2004-02-11 15:00:00,955.91,WEST,962.4265747070312,980.2687377929688,-17.842153549194336
1999,2004-02-11 16:00:00,952.86,WEST,956.900146484375,974.7423095703125,-17.842153549194336
